ID	CURIS	CORPUS_NAME	TERMS QUERY
588	obo.MONDO_0009393	ornithine translocase deficiency	"HHH syndrome" | "ORNT1 deficiency" | "hyperornithinemia-hyperammonemia-homocitrullinemia syndrome" | "hyperornithinemia-hyperammonemia-homocitrullinuria (HHH) syndrome" | "ornithine carrier deficiency" | "ornithine translocase deficiency" | "triple H syndrome"	HHH syndrome OR hyperornithinemia-hyperammonemia-homocitrullinemia syndrome OR triple H syndrome
589	obo.MONDO_0009537	lymphoid interstitial pneumonia	"diffuse hyperplasia of bronchus-associated lymphoid tissue" | "lymphocytic interst. pneumonitis" | "lymphocytic interstitial pneumonia" | "lymphocytic interstitial pneumonitis" | "lymphoid interstitial pneumonia"	lymphoid interstitial pneumonia OR lymphocytic interstitial pneumonia OR lymphocytic interstitial pneumonitis OR lymphoid interstitial pneumonia
590	obo.MONDO_0009835	subacute sclerosing panencephalitis	"Dawson's encephalitis" | "Immunosuppressive measles encephalitis" | "SSPE" | "Subacute inclusion body encephalitis" | "Subacute sclerosing panencephalitis" | "Subacute sclerosing panencephalitis (disorder) [ambiguous]" | "Van Bogaert disease" | "Van Bogaert encephalitis" | "Van Bogaert's sclerosing leukoencephalitis" | "subacute sclerosing leukoencephalopathy" | "subacute sclerosing panencephalitis"	subacute sclerosing panencephalitis OR Dawson's encephalitis OR Immunosuppressive measles encephalitis OR Subacute inclusion body encephalitis OR Subacute sclerosing panencephalitis OR Van Bogaert disease OR subacute sclerosing leukoencephalopathy OR subacute sclerosing panencephalitis
591	obo.MONDO_0020069	chronic encephalitis	encephalitis, chronic	chronic encephalitis OR ("encephalitis" AND "chronic")
592	obo.MONDO_0009887	desquamative interstitial pneumonia	"RBILD" | "desquamative interstitial pneumonia" | "familial desquamative interstitial pneumonitis" | "respiratory bronchiolitis interstitial lung disease" | "respiratory bronchiolitis-associated interstitial lung disease"	desquamative interstitial pneumonia OR desquamative interstitial pneumonia OR respiratory bronchiolitis interstitial lung disease OR respiratory bronchiolitis-associated interstitial lung disease
593	obo.MONDO_0010386	immunodeficiency 33	"IKBKG X-linked mendelian susceptibility to mycobacterial diseases" | "IKBKG invasive pneumococcal disease, recurrent isolated" | "IMD33" | "X-linked MSMD due to IKBKG deficiency" | "X-linked MSMD due to NEMO deficiency" | "X-linked mendelian susceptibility to mycobacterial diseases caused by mutation in IKBKG" | "X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency" | "X-linked mendelian susceptibility to mycobacterial diseases due to NEMO deficiency" | "immunodeficiency 33, Mycobacteriosis, X-linked" | "immunodeficiency 33, X-linked recessive" | "immunodeficiency type 33" | "invasive pneumococcal disease, recurrent isolated caused by mutation in IKBKG" | "invasive pneumococcal disease, recurrent isolated, 2" | "invasive pneumococcal disease, recurrent isolated, type 2"	
594	obo.MONDO_0010808	fatal familial insomnia	fatal familial insomnia	fatal familial insomnia OR fatal familial insomnia
595	obo.MONDO_0011299	Huntington disease-like 1	"HDL1" | "HLN1" | "Huntington disease-like 1" | "Huntington disease-like type 1" | "Huntington-like neurodegenerative disorder 1" | "PRNP neurodegenerative disease with chorea" | "autosomal dominant Huntington-like neurodegenerative disorder" | "early-onset prion disease with prominent psychiatric features" | "neurodegenerative disease with chorea caused by mutation in PRNP"	Huntington disease-like 1 OR Huntington disease-like 1
596	obo.MONDO_0011703	spongiform encephalopathy with neuropsychiatric features	spongiform encephalopathy with neuropsychiatric features	
597	obo.MONDO_0011716	acute hemorrhagic leukoencephalitis	"AHL" | "Weston-Hurst syndrome" | "acute haemorrhagic leucoencephalitis of Weston Hurst" | "acute hemorrhagic encephalomyelitis" | "acute hemorrhagic leukoencephalitis" | "acute necrotizing hemorrhagic leukoencephalitis"	acute hemorrhagic leukoencephalitis OR Weston-Hurst syndrome OR acute hemorrhagic encephalomyelitis OR acute hemorrhagic leukoencephalitis OR acute necrotizing hemorrhagic leukoencephalitis
598	obo.MONDO_0019383	acute disseminated encephalomyelitis	"ADEM" | "acute disseminated encephalitis" | "acute disseminated encephalomyelitis"	acute disseminated encephalomyelitis OR acute disseminated encephalitis OR acute disseminated encephalomyelitis
599	obo.MONDO_0012358	leprosy, susceptibility to, 1	"LPRS1" | "leprosy, paucibacillary type, susceptibility to" | "leprosy, susceptibility to, 1"	
600	obo.MONDO_0012482	West Nile virus, susceptibility to	West Nile virus, susceptibility to	
601	obo.MONDO_0012521	herpes simplex encephalitis	"HSE" | "HSV encephalitis" | "HSVE" | "Herpes simplex meningo-encephalitis" | "Herpes simplex neuroinvasion" | "Simplexvirus caused infectious encephalitis" | "Simplexvirus infectious encephalitis" | "herpetic encephalitis"	herpes simplex encephalitis OR HSV encephalitis OR herpetic encephalitis
602	obo.MONDO_0012663	Plasmodium falciparum fever episodes quantitative trait locus 1	"Plasmodium falciparum fever episodes quantitative trait locus 1" | "Plasmodium falciparum fever episodes quantitative trait locus type 1" | "plasmodium falciparum fever episodes QTL1"	
603	obo.MONDO_0013075	herpes simplex encephalitis, susceptibility to, 2	"Herpes simplex encephalitis, susceptibility to, type 2" | "herpes simplex encephalitis, susceptibility to, 2" | "immunodeficiency 83, susceptibility to viral infections"	("herpes simplex encephalitis" AND " susceptibility to" AND " 2") OR ("Herpes simplex encephalitis" AND " susceptibility to" AND " type 2") OR ("herpes simplex encephalitis" AND " susceptibility to" AND " 2") OR ("immunodeficiency 83" AND " susceptibility to viral infections")
604	obo.MONDO_0013257	leprosy, susceptibility to, 6	"LPRS6" | "leprosy, susceptibility to, 6"	
605	obo.MONDO_0013633	encephalopathy, acute, infection-induced, susceptibility to, 4	"CPT2 encephalopathy, acute, infection-induced" | "encephalopathy, acute, infection-induced caused by mutation in CPT2" | "encephalopathy, acute, infection-induced, 4, susceptibility to" | "encephalopathy, acute, infection-induced, susceptibility to, 4" | "encephalopathy, acute, infection-induced, susceptibility to, type 4"	
606	obo.MONDO_0016991	acute necrotizing encephalopathy of childhood	"ANEC" | "isolated ANE" | "isolated acute necrotizing encephalopathy"	acute necrotizing encephalopathy of childhood
607	obo.MONDO_0013909	human herpesvirus 8, susceptibility to	HHV8S	
608	obo.MONDO_0013920	herpes simplex encephalitis, susceptibility to, 3	"Herpes simplex encephalitis, susceptibility to, type 3" | "TRAF3 herpes simplex encephalitis" | "herpes simplex encephalitis caused by mutation in TRAF3" | "herpes simplex encephalitis, susceptibility to, 3"	("herpes simplex encephalitis" AND " susceptibility to" AND " 3") OR ("Herpes simplex encephalitis" AND " susceptibility to" AND " type 3") OR ("herpes simplex encephalitis" AND " susceptibility to" AND " 3")
609	obo.MONDO_0013921	herpes simplex encephalitis, susceptibility to, 4	"Herpes simplex encephalitis, susceptibility to, type 4" | "TICAM1 herpes simplex encephalitis" | "herpes simplex encephalitis caused by mutation in TICAM1" | "herpes simplex encephalitis, susceptibility to, 4"	
610	obo.MONDO_0017775	melioidosis	"Burkholderia pseudomallei caused disease or disorder" | "Burkholderia pseudomallei disease or disorder" | "Burkholderia pseudomallei infectious disease" | "Nightcliff gardener's disease" | "Whitmore's disease" | "acute and fulminating melioidosis" | "pseudoglanders" | "subacute and chronic melioidosis"	melioidosis OR Whitmore's disease OR pseudoglanders
611	obo.MONDO_0014680	herpes simplex encephalitis, susceptibility to, 7	"Herpes simplex encephalitis, susceptibility to, type 7" | "IRF3 herpes simplex encephalitis" | "herpes simplex encephalitis caused by mutation in IRF3" | "herpes simplex encephalitis, susceptibility to, 7"	
612	obo.MONDO_0015200	anisakiasis	"Anisakis simplex infection" | "infection by Anisakis larva"	anisakiasis OR Anisakis simplex infection OR infection by Anisakis larva
613	obo.MONDO_0015260	diphyllobothriasis	"Bothriocephalosis" | "Diphyllobothrium caused disease or disorder" | "Diphyllobothrium disease or disorder" | "Diphyllobothrium infection" | "Diphyllobothrium infectious disease" | "fish tapeworm"	diphyllobothriasis OR Bothriocephalosis OR Diphyllobothrium infection OR fish tapeworm
614	obo.MONDO_0015264	cryptogenic organizing pneumonia	"COP" | "bronchiolitis obliterans organizing pneumonia" | "cryptogenic organizing pneumonitis" | "idiopathic bronchiolitis obliterans with organizing pneumonia" | "organizing pneumonia"	cryptogenic organizing pneumonia OR bronchiolitis obliterans organizing pneumonia OR cryptogenic organizing pneumonitis OR organizing pneumonia
615	obo.MONDO_0015265	bronchiolitis obliterans with obstructive pulmonary disease	"BOOP" | "bo" | "bronchiolitis fibrosa obliterans" | "bronchiolitis obliterans" | "constrictive bronchiolitis" | "obliterative bronchiolitis" | "organized pneumonia"	bronchiolitis fibrosa obliterans OR bronchiolitis obliterans OR constrictive bronchiolitis OR obliterative bronchiolitis OR organized pneumonia
616	obo.MONDO_0015288	herpes simplex virus keratitis	"HSV keratitis" | "Simplexvirus caused keratitis" | "Simplexvirus keratitis" | "dendritic keratitis" | "herpetic keratitis"	herpes simplex virus keratitis OR HSV keratitis OR dendritic keratitis OR herpetic keratitis
617	obo.MONDO_0015292	endotheliitis	"endothelium inflammation" | "inflammation of endothelium"	endotheliitis OR endothelium inflammation
618	obo.MONDO_0015306	Lemierre syndrome	"Lemierre postanginal sepsis" | "Lemierre syndrome" | "human necrobacillosis" | "postanginal sepsis" | "postanginal sepsis secondary to orophyngeal infection" | "septic phlebitis of the internal jugular vein"	Lemierre syndrome OR Lemierre syndrome OR human necrobacillosis OR postanginal sepsis
619	obo.MONDO_0015474	cryptosporidiosis	"Cryptosporidial gastroenteritis" | "Cryptosporidium caused disease or disorder" | "Cryptosporidium disease or disorder" | "Cryptosporidium infection" | "Cryptosporidium infectious disease" | "infection by Cryptosporidium" | "intestinal cryptosporidiosis"	cryptosporidiosis OR Cryptosporidial gastroenteritis OR Cryptosporidium infection OR infection by Cryptosporidium OR intestinal cryptosporidiosis
620	obo.MONDO_0015484	cysticercosis	"intestinal taenia solium infection" | "neurocysticercosis" | "pork tapeworm infection" | "tapeworm infection: [intestinal taenia solium] or [pork]" | "tapeworm infection: intestinal taenia solum" | "tapeworm infection: pork" | "tenia solium infectious disease"	cysticercosis OR intestinal taenia solium infection OR neurocysticercosis OR pork tapeworm infection
621	obo.MONDO_0015592	limbic encephalitis with LGI1 antibodies	limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies	
622	obo.MONDO_0015622	wound myiasis	traumatic myiasis	wound myiasis OR traumatic myiasis
623	obo.MONDO_0015636	dirofilariasis	"Dirofilaria caused disease or disorder" | "Dirofilaria disease or disorder" | "Dirofilaria infectious disease" | "infection by Dirofilaria"	dirofilariasis OR infection by Dirofilaria
624	obo.MONDO_0015675	distomatosis	"distomiasis" | "fluke infection"	distomatosis OR distomiasis OR fluke infection
625	obo.MONDO_0015766	cholera	"Vibrio cholerae" | "Vibrio cholerae caused disease or disorder" | "Vibrio cholerae disease or disorder" | "Vibrio cholerae infectious disease" | "cholera - Vibrio cholerae" | "cholera due to Vibrio cholerae"	cholera OR Vibrio cholerae OR cholera - Vibrio cholerae OR cholera due to Vibrio cholerae
626	obo.MONDO_0015803	wound botulism	"cutaneous infectious botulism" | "cutaneous toxin-mediated botulism" | "inoculation botulism" | "skin infectious botulism" | "skin toxin-mediated botulism"	wound botulism
627	obo.MONDO_0016468	toxin-mediated infectious botulism	toxin-mediated infective botulism	
628	obo.MONDO_0015804	infant botulism	"botulism of infancy" | "infant intestinal botulism" | "infant intestinal toxemia botulism" | "infant intestinal toxin-mediated botulism" | "infantile botulism" | "infantile onset botulism"	infant botulism OR infant intestinal botulism OR infantile botulism
629	obo.MONDO_0015805	intestinal botulism	"intestinal colonization botulism" | "intestinal toxemia botulism" | "intestinal toxin-mediated botulism"	intestinal botulism OR intestinal colonization botulism OR intestinal toxemia botulism
630	obo.MONDO_0015806	adult intestinal botulism	"adult intestinal colonization botulism" | "adult intestinal toxemia botulism" | "adult intestinal toxin-mediated botulism" | "infant-like botulism" | "intestinal botulism of adults"	adult intestinal botulism OR adult intestinal toxemia botulism
631	obo.MONDO_0015908	chromomycosis	"Chromomycosis" | "chromoblastomycosis" | "chromomycosis" | "mossy foot disease"	chromomycosis OR Chromomycosis OR chromoblastomycosis OR chromomycosis
632	obo.MONDO_0016019	Rasmussen subacute encephalitis	"CFE" | "Rasmussen encephalitis" | "Rasmussen syndrome" | "chronic focal encephalitis"	Rasmussen subacute encephalitis OR Rasmussen encephalitis OR Rasmussen syndrome OR chronic focal encephalitis
633	obo.MONDO_0016079	sporadic Creutzfeldt-Jakob disease	sporadic CJD	sporadic Creutzfeldt-Jakob disease OR sporadic CJD
634	obo.MONDO_0016318	progressive multifocal leukoencephalopathy	"PML" | "progressive multifocal leukoencephalitis"	progressive multifocal leukoencephalopathy OR progressive multifocal leukoencephalitis
635	obo.MONDO_0016426	fusariosis	"Fusarium caused disease or disorder" | "Fusarium disease or disorder" | "Fusarium infection" | "Fusarium infectious disease"	fusariosis OR Fusarium infection
636	obo.MONDO_0016453	foodborne botulism	intoxication botulism	foodborne botulism
637	obo.MONDO_0016455	virus-associated trichodysplasia spinulosa	"Cyclosporine-induced folliculodystrophy" | "TS" | "VATS" | "pilomatrix dysplasia" | "trichodysplasia spinulosa"	virus-associated trichodysplasia spinulosa OR pilomatrix dysplasia OR trichodysplasia spinulosa
638	obo.MONDO_0016472	dracunculiasis	"Dracunculosis" | "Dracunculus medinensis caused disease or disorder" | "Dracunculus medinensis disease or disorder" | "Dracunculus medinensis infectious disease" | "Guinea worm disease" | "Medina worm disease" | "dracontiasis" | "infection by Dracunculus medinensis" | "medinensis"	dracunculiasis OR Dracunculosis OR Guinea worm disease OR dracontiasis OR medinensis
639	obo.MONDO_0016595	inhalational anthrax	"inhalation anthrax disease" | "pulmonary anthrax" | "respiratory anthrax" | "respiratory anthrax disease" | "wool-sorters' disease" | "woolsorters' disease"	inhalational anthrax OR pulmonary anthrax OR respiratory anthrax OR woolsorters' disease
640	obo.MONDO_0016777	inhalational botulism	inhalation botulism	inhalational botulism
641	obo.MONDO_0016778	iatrogenic botulism	"accidental botulism" | "inadvertent botulism"	iatrogenic botulism OR inadvertent botulism
642	obo.MONDO_0016823	mycetoma	Madura foot	mycetoma OR Madura foot
643	obo.MONDO_0017124	noma	"cancrum oris" | "gangrenous stomatitis"	cancrum oris OR gangrenous stomatitis
644	obo.MONDO_0017202	acute endophthalmitis	endophthalmitis, acute	acute endophthalmitis OR ("endophthalmitis" AND " acute")
645	obo.MONDO_0017203	chronic endophthalmitis	endophthalmitis, chronic	chronic endophthalmitis
646	obo.MONDO_0017280	demodicidosis	"Demodex caused disease or disorder" | "Demodex disease or disorder" | "Demodex infectious disease" | "Demodicosis" | "demodectic mange" | "red mange"	demodicidosis OR Demodicosis OR demodectic mange
647	obo.MONDO_0017282	alveolar echinococcosis	"Echinococcus multilocularis caused disease or disorder" | "Echinococcus multilocularis disease or disorder" | "Echinococcus multilocularis infection" | "Echinococcus multilocularis infectious disease" | "alveolococcosis" | "multilocular hydatid" | "small fox tapeworm"	alveolar echinococcosis OR Echinococcus multilocularis infection OR multilocular hydatid OR small fox tapeworm
648	obo.MONDO_0017326	infective dermatitis associated with HTLV-1	"IDH" | "IDH Gene family" | "infective dermatitis associated with human T-lymphotropic virus type 1" | "infective dermatitis associated with human T-lymphotropic virus type I" | "isocitrate dehydrogenase Gene family"	infective dermatitis associated with HTLV-1 OR isocitrate dehydrogenase Gene family
649	obo.MONDO_0017361	congenital rubella syndrome	"CRS" | "congenital rubella" | "congenital rubella syndrome" | "fetal rubella syndrome" | "mother-to-child transmission of rubella syndrome" | "rubella congenital"	congenital rubella syndrome OR congenital rubella OR congenital rubella syndrome OR rubella congenital
650	obo.MONDO_0017372	congenital varicella syndrome	"antenatal varicella virus infection" | "mother-to-child transmission of varicella syndrome"	congenital varicella syndrome
651	obo.MONDO_0024618	poliovirus infection	"Enterovirus C caused disease or disorder" | "Enterovirus C disease or disorder" | "Enterovirus C infectious disease" | "human poliovirus infection" | "infection caused by human poliovirus"	poliovirus infection OR human poliovirus infection
652	obo.MONDO_0017375	congenital enterovirus infection	"antenatal enterovirus infection" | "congenital enterovirus infection" | "congenital enterovirus infectious disease" | "congenital infection caused by enterovirus" | "mother-to-child transmission of enterovirus infection"	congenital enterovirus infection OR congenital enterovirus infection
653	obo.MONDO_0017381	congenital herpes simplex virus infection	"Simplexvirus caused infectious embryofetopathy" | "Simplexvirus infectious embryofetopathy" | "antenatal herpes simplex virus infection" | "congenital herpes simplex" | "mother-to-child transmission of herpes simplex virus infection"	congenital herpes simplex virus infection OR congenital herpes simplex
654	obo.MONDO_0042971	congenital herpes virus infection	"Herpesviridae caused infectious embryofetopathy" | "Herpesviridae infectious embryofetopathy" | "congenital herpes virus infection" | "congenital infection caused by herpes virus"	
655	obo.MONDO_0017409	fetal cytomegalovirus syndrome	"antenatal CMV infection" | "antenatal cytomegalovirus infection" | "congenital Cytomegaloviral infection" | "mother-to-child transmission of cytomegalovirus syndrome"	fetal cytomegalovirus syndrome OR antenatal cytomegalovirus infection OR congenital Cytomegaloviral infection
656	obo.MONDO_0017416	postpoliomyelitis syndrome	"postpolio sequelae" | "postpolio syndrome" | "postpoliomyelitic syndrome" | "postpoliomyelitis sequelae" | "postpoliomyelitis syndrome"	postpoliomyelitis syndrome OR postpolio sequelae OR postpolio syndrome OR postpoliomyelitis sequelae OR postpoliomyelitis syndrome
657	obo.MONDO_0017453	fetal parvovirus syndrome	"Human parvovirus B19 caused infectious embryofetopathy" | "Human parvovirus B19 infectious embryofetopathy" | "Parvovirus antenatal infection" | "mother-to-child transmission of parvovirus syndrome"	Parvovirus antenatal infection
658	obo.MONDO_0017572	tick-borne encephalitis	"Far Eastern TBE" | "Russian spring-summer encephalitis" | "Siberian tick-borne encephalitis" | "TBE" | "Tick-borne viral encephalitis" | "Western European tick-borne encephalitis" | "central European encephalitis" | "taiga encephalitis" | "west-Siberian encephalitis"	tick-borne encephalitis OR Far Eastern TBE OR Russian spring-summer encephalitis OR Siberian tick-borne encephalitis OR Tick-borne viral encephalitis OR Western European tick-borne encephalitis OR central European encephalitis
659	obo.MONDO_0017591	combined pulmonary fibrosis-emphysema syndrome	CPFE	combined pulmonary fibrosis-emphysema syndrome
660	obo.MONDO_0017776	nocardiosis	"Nocardia caused disease or disorder" | "Nocardia disease or disorder" | "Nocardia infectious disease"	nocardiosis
661	obo.MONDO_0017832	mycobacterium xenopi infection	"Mycobacterium xenopi caused disease or disorder" | "Mycobacterium xenopi disease or disorder" | "Mycobacterium xenopi infectious disease"	mycobacterium xenopi infection
662	obo.MONDO_0017872	Lujo hemorrhagic fever	Zambian hemorrhagic fever	Lujo hemorrhagic fever
663	obo.MONDO_0017874	Argentine hemorrhagic fever	"Argentinian hemorrhagic fever" | "Junin hemorrhagic fever"	Argentine hemorrhagic fever OR Argentinian hemorrhagic fever OR Junin hemorrhagic fever
664	obo.MONDO_0017875	Bolivian hemorrhagic fever	Machupo hemorrhagic fever	Bolivian hemorrhagic fever
665	obo.MONDO_0017876	Venezuelan hemorrhagic fever	Guanarito hemorrhagic fever	Venezuelan hemorrhagic fever
666	obo.MONDO_0017877	Brazilian hemorrhagic fever	Sabia hemorrhagic fever	Brazilian hemorrhagic fever
667	obo.MONDO_0017880	Rift valley fever	RVF	Rift valley fever
668	obo.MONDO_0017900	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency	"IFNGR2 autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency" | "MSMD due to complete IFNgammaR2 deficiency" | "MSMD due to complete interferon gamma receptor 2 deficiency" | "Mendelian susceptibility to mycobacterial diseases due to complete interferon gamma receptor 2 deficiency" | "autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency caused by mutation in IFNGR2"	
669	obo.MONDO_0017941	chikungunya	"Chikungunya fever" | "Chikungunya virus caused disease or disorder" | "Chikungunya virus disease or disorder" | "Chikungunya virus infectious disease"	chikungunya OR Chikungunya fever
670	obo.MONDO_0017942	Hendra virus infection	"Hendra henipavirus caused disease or disorder" | "Hendra henipavirus disease or disorder" | "Hendra henipavirus infectious disease"	Hendra virus infection
671	obo.MONDO_0017944	invasive non-typhoidal salmonellosis	"iNTS disease" | "invasive non-typhoidal salmonella disease"	invasive non-typhoidal salmonellosis OR iNTS disease OR invasive non-typhoidal salmonella disease
672	obo.MONDO_0018469	pulmonary non-tuberculous mycobacterial infection	non-tuberculous mycobacterial lung disease	pulmonary non-tuberculous mycobacterial infection OR non-tuberculous mycobacterial lung disease
673	obo.MONDO_0018081	hemorrhagic fever-renal syndrome	"Hantavirosis" | "Hantavirus fever"	hemorrhagic fever-renal syndrome OR Hantavirosis OR Hantavirus fever
674	obo.MONDO_0600002	hemorrhagic fever	haemorrhagic fever	hemorrhagic fever OR haemorrhagic fever
675	obo.MONDO_0018108	idiopathic disseminated cytomegalovirus infection	idiopathic disseminated CMV infection	
676	obo.MONDO_0018181	staphylococcal scalded skin syndrome	"Ritter disease" | "Ritter's disease" | "SSSS" | "dermatitis exfoliativa neonatorum" | "generalized exfoliative disease" | "pemphigus neonatorum" | "scalded skin syndrome" | "staphylococcal scalded skin syndrome" | "toxic epidermal necrolysis, subcorneal type"	staphylococcal scalded skin syndrome OR Ritter disease OR Ritter's disease OR dermatitis exfoliativa neonatorum OR pemphigus neonatorum OR scalded skin syndrome OR staphylococcal scalded skin syndrome
677	obo.MONDO_0018339	PrP systemic amyloidosis	"chronic diarrhea with HSAN" | "chronic diarrhea with hereditary sensory and autonomic neuropathy" | "prion protein systemic amyloidosis"	
678	obo.MONDO_0018408	cystic echinococcosis	"Echinococcus granulosus infection" | "Echinococcus granulosus infection of lung" | "Echinococcus granulosus infection of thyroid" | "Echinococcus granulosus infectious disease of liver" | "Hydatidosis" | "echinococcus granulosus" | "echinococcus granulosus infectious disease of liver" | "echinococcus granulosus infectious disease of thyroid" | "hydatid disease" | "liver echinococcus granulosus" | "lung echinococcus granulosus" | "thyroid echinococcus granulosus" | "unilocular echinococcosis" | "unilocular hydatid disease"	cystic echinococcosis OR Echinococcus granulosus infection OR Hydatidosis OR echinococcus granulosus OR hydatid disease OR liver echinococcus granulosus OR unilocular echinococcosis OR unilocular hydatid disease
679	obo.MONDO_0044346	echinococcus granulosus infectious disease	"Echinococcus granulosus caused disease or disorder" | "Echinococcus granulosus disease or disorder" | "Echinococcus granulosus infectious disease" | "echinococcus granulosus infection" | "echinococcus granulosus infectious disease"	echinococcus granulosus infection
680	obo.MONDO_0018602	necrotizing soft tissue infection	NSTI	necrotizing soft tissue infection
681	obo.MONDO_0025149	encephalopathy, bovine spongiform	"BSE (bovine spongiform encephalopathy)" | "BSEs (bovine spongiform encephalopathy)" | "bovine spongiform encephalitis" | "bovine spongiform encephalopathy" | "encephalitis, bovine spongiform" | "spongiform encephalopathy, bovine"	("encephalopathy" AND " bovine spongiform") OR bovine spongiform encephalitis OR bovine spongiform encephalopathy OR ("spongiform encephalopathy" AND " bovine")
682	obo.MONDO_0018695	avian influenza	"avian flu" | "bird flu"	avian influenza OR avian flu OR bird flu
683	obo.MONDO_0018769	isosporiasis	"Cystoisospora belli caused disease or disorder" | "Cystoisospora belli disease or disorder" | "Cystoisospora belli infectious disease" | "Isosporosis" | "cystoisosporiasis"	isosporiasis OR Isosporosis OR cystoisosporiasis
684	obo.MONDO_0018857	creeping myiasis	migratory myiasis	creeping myiasis OR migratory myiasis
685	obo.MONDO_0018903	sarcocystosis	sarcosporidiosis	sarcocystosis OR sarcosporidiosis
686	obo.MONDO_0018941	furuncular myiasis	"furunculoid myiasis" | "furunculous myiasis"	furuncular myiasis OR furunculoid myiasis OR furunculous myiasis
687	obo.MONDO_0018984	Oroya fever	"Bartonella bacilliformis caused disease or disorder" | "Bartonella bacilliformis disease or disorder" | "Bartonella bacilliformis infectious disease" | "Carrion disease" | "Carrion's disease" | "Carrión disease" | "Oroya fever" | "bartonellosis due to Bartonella bacilliformis infection"	Oroya fever OR Carrion disease OR Carrion's disease OR Carrión disease OR Oroya fever
688	obo.MONDO_0019094	congenital Epstein-Barr virus infection	"antenatal EBV infection" | "antenatal Epstein-Barr virus infection" | "congenital EBV infection" | "mother-to-child transmission of Epstein-Barr virus infection"	
689	obo.MONDO_0019121	pneumocystosis	"PCP" | "PJP" | "Pneumocystis" | "Pneumocystis carinii pneumonia" | "Pneumocystis jirovecii pneumonia" | "Pneumocystis pneumonia" | "pneumocystosis" | "pneumocystosis pneumonia" | "pulmonary pneumocystosis"	pneumocystosis OR Pneumocystis OR Pneumocystis carinii pneumonia OR Pneumocystis jirovecii pneumonia OR Pneumocystis pneumonia OR pneumocystosis OR pneumocystosis pneumonia OR pulmonary pneumocystosis
690	obo.MONDO_0019122	idiopathic acute eosinophilic pneumonia	"IAEP" | "Loeffler syndrome" | "Loeffler's pneumonia" | "Loffler syndrome" | "Loffler's syndrome" | "Löffler syndrome"	idiopathic acute eosinophilic pneumonia OR Loeffler syndrome OR Loeffler's pneumonia OR Loffler syndrome OR Loffler's syndrome OR Löffler syndrome
691	obo.MONDO_0019168	pyomyositis	"PM" | "myositis purulenta tropica" | "myositis tropicans" | "suppurative myositis" | "tropical pyomyositis"	pyomyositis OR suppurative myositis OR tropical pyomyositis
692	obo.MONDO_0019173	rabies	lyssa	rabies
693	obo.MONDO_0019186	Q fever	"Coxiella burnetii caused disease or disorder" | "Coxiella burnetii disease or disorder" | "Coxiella burnetii infectious disease" | "Coxiellosis" | "infection due to Coxiella burnetii" | "nine Mile fever" | "quadrilateral fever" | "query fever"	Q fever OR Coxiellosis OR infection due to Coxiella burnetii OR query fever
694	obo.MONDO_0019203	acute interstitial pneumonia	"AIP" | "Hamman-rich disease" | "Hamman-rich syndrome" | "accelerated interstitial pneumonia" | "acute interstitial pneumonitis" | "idiopathic pulmonary fibrosis, acute fatal form"	acute interstitial pneumonia OR Hamman-rich disease OR Hamman-rich syndrome OR acute interstitial pneumonitis
695	obo.MONDO_0019204	respiratory bronchiolitis-interstitial lung disease syndrome	RB-ILD	RB-ILD
696	obo.MONDO_0019209	Japanese encephalitis	Japanese B encephalitis	Japanese encephalitis OR Japanese B encephalitis
697	obo.MONDO_0019345	shigellosis	"Shigella gastroenteritis" | "bacillary dysentery" | "shigellosis"	shigellosis OR Shigella gastroenteritis OR bacillary dysentery OR shigellosis
698	obo.MONDO_0019360	rickettsialpox	"Rickettsia akari spotted fever" | "vesicular rickettsiosis"	rickettsialpox OR vesicular rickettsiosis
699	obo.MONDO_0019365	scrub typhus	"Japanese river fever" | "Kedani fever" | "scrub mite-borne typhus" | "tsutsugamushi" | "tsutsugamushi disease" | "tsutsugamushi fever"	scrub typhus OR Japanese river fever OR tsutsugamushi OR tsutsugamushi disease OR tsutsugamushi fever
700	obo.MONDO_0600003	bacterial hemorrhagic fever	"bacterial haemorrhagic fever" | "haemorrhagic fever, bacterial"	("haemorrhagic fever" AND " bacterial")
701	obo.MONDO_0019377	Mycoplasma encephalitis	"Mycoplasma pneumoniae caused infectious encephalitis" | "Mycoplasma pneumoniae infectious encephalitis"	Mycoplasma encephalitis
702	obo.MONDO_0019378	la Crosse encephalitis	"California encephalitis" | "California virus encephalitis" | "Californian encephalitis" | "La Crosse virus caused infectious encephalitis" | "La Crosse virus infectious encephalitis" | "Neuroinvasive California encephalitis virus infection"	la Crosse encephalitis OR California encephalitis OR California virus encephalitis
703	obo.MONDO_0019380	western equine encephalitis	"Western equine encephalitis virus caused infectious encephalitis" | "Western equine encephalitis virus infectious encephalitis" | "Western equine encephalomyelitis"	western equine encephalitis OR Western equine encephalomyelitis
