doi	paper_type	citation	is_methods_paper	explanation
doi:10.1038/s41467-018-03571-8	ScientificPrimaryResearchArticle	Corallino S, Malinverno C, Neumann B, Tischer C, Palamidessi A, Frittoli E, Panagiotakopoulou M, Disanza A, Malet-Engra G, Nastaly P, Galli C, Luise C, Bertalot G, Pece S, Di Fiore PP, Gauthier N, Ferrari A, Maiuri P, Scita G. (2018) A RAB35-p85/PI3K axis controls oscillatory apical protrusions required for efficient chemotactic migration.	False	The main goal of the paper is to investigate how cells move chemotactically and to identify the role of RAB35 in controlling oscillatory apical protrusions during chemotactic migration. The paper focuses on understanding the biological processes rather than developing new technology or methods.
doi:10.1083/jcb.201612051	ScientificPrimaryResearchArticle	Brown M, Johnson LA, Leone DA, Majek P, Vaahtomeri K, Senfter D, Bukosza N, Schachner H, Asfour G, Langer B, Hauschild R, Parapatics K, Hong YK, Bennett KL, Kain R, Detmar M, Sixt M, Jackson DG, Kerjaschki D. (2018) Lymphatic exosomes promote dendritic cell migration along guidance cues.	False	The main goal of the paper is to investigate how lymphatic exosomes released by LECs promote dendritic cell migration along guidance cues. The study aims to understand the biological mechanism by which exosomes enhance the migratory response of dendritic cells, rather than developing new technology or methods.
doi:10.1371/journal.ppat.1006945	ScientificPrimaryResearchArticle	Deo P, Chow SH, Hay ID, Kleifeld O, Costin A, Elgass KD, Jiang JH, Ramm G, Gabriel K, Dougan G, Lithgow T, Heinz E, Naderer T. (2018) Outer membrane vesicles from Neisseria gonorrhoeae target PorB to mitochondria and induce apoptosis.	False	The goal of the paper is to investigate how Neisseria gonorrhoeae utilizes outer membrane vesicles to target PorB to mitochondria and induce apoptosis in macrophages. The methods section describes the experimental procedures used to demonstrate this process.
doi:10.1126/science.aao6047	ScientificPrimaryResearchArticle	McArthur K, Whitehead LW, Heddleston JM, Li L, Padman BS, Oorschot V, Geoghegan ND, Chappaz S, Davidson S, San Chin H, Lane RM, Dramicanin M, Saunders TL, Sugiana C, Lessene R, Osellame LD, Chew TL, Dewson G, Lazarou M, Ramm G, Lessene G, Ryan MT, Rogers KL, van Delft MF, Kile BT. (2018) BAK/BAX macropores facilitate mitochondrial herniation and mtDNA efflux during apoptosis.	False	The paper's main goal is to investigate the biological process of mitochondrial herniation and mtDNA efflux during apoptosis using live-cell imaging, not to develop new technology or methods.
doi:10.1016/j.ajpath.2017.12.004	ScientificPrimaryResearchArticle	Sucre JMS, Deutsch GH, Jetter CS, Ambalavanan N, Benjamin JT, Gleaves LA, Millis BA, Young LR, Blackwell TS, Kropski JA, Guttentag SH. (2018) A Shared Pattern of β-Catenin Activation in Bronchopulmonary Dysplasia and Idiopathic Pulmonary Fibrosis.	False	The main goal of the paper is to investigate the shared pattern of β-catenin activation in bronchopulmonary dysplasia and idiopathic pulmonary fibrosis, as well as its potential as a therapeutic target. The focus is on understanding the biological processes underlying lung development and diseases rather than developing new technology or methods.
doi:10.1038/s41467-018-02818-8	ScientificPrimaryResearchArticle	Scott BL, Sochacki KA, Low-Nam ST, Bailey EM, Luu Q, Hor A, Dickey AM, Smith S, Kerkvliet JG, Taraska JW, Hoppe AD. (2018) Membrane bending occurs at all stages of clathrin-coat assembly and defines endocytic dynamics.	False	The main goal of the paper is to investigate the process of membrane bending during clathrin-coat assembly, rather than developing new technology or methods.
doi:10.1194/jlr.m080374	ScientificPrimaryResearchArticle	Novgorodov SA, Voltin JR, Gooz MA, Li L, Lemasters JJ, Gudz TI. (2017) Acid sphingomyelinase promotes mitochondrial dysfunction due to glutamate-induced regulated necrosis.	False	The main goal of the paper is to investigate the mechanisms underlying glutamate-induced regulated necrosis and the role of acid sphingomyelinase in promoting mitochondrial dysfunction, rather than developing new technology or methods.
doi:10.1038/s41467-017-01848-y	ScientificPrimaryResearchArticle	Nordenfelt P, Moore TI, Mehta SB, Kalappurakkal JM, Swaminathan V, Koga N, Lambert TJ, Baker D, Waters JC, Oldenbourg R, Tani T, Mayor S, Waterman CM, Springer TA. (2017) Direction of actin flow dictates integrin LFA-1 orientation during leukocyte migration.	False	The main goal of the paper is to investigate how biological systems work by studying the orientation of integrin LFA-1 during leukocyte migration, rather than developing new technology or methods.
doi:10.1007/s12079-017-0415-5	ScientificReviewArticle	Ngan E, Kiepas A, Brown CM, Siegel PM. (2017) Emerging roles for LPP in metastatic cancer progression.	False	The main goal of the paper is to investigate the emerging roles of LPP in metastatic cancer progression, rather than to develop new technology or methods. The focus is on understanding the biological phenomenon.
doi:10.1016/j.brs.2017.08.008	ScientificPrimaryResearchArticle	Farrand AQ, Helke KL, Gregory RA, Gooz M, Hinson VK, Boger HA. (2017) Vagus nerve stimulation improves locomotion and neuronal populations in a model of Parkinson's disease.	False	The main goal of the work is to investigate the therapeutic potential of vagus nerve stimulation in a Parkinson's disease model by assessing its effects on locomotion and neuronal populations, rather than developing or testing a new technology or method.
doi:10.1007/s00018-017-2625-7	ScientificPrimaryResearchArticle	Eggert S, Gonzalez AC, Thomas C, Schilling S, Schwarz SM, Tischer C, Adam V, Strecker P, Schmidt V, Willnow TE, Hermey G, Pietrzik CU, Koo EH, Kins S. (2017) Dimerization leads to changes in APP (amyloid precursor protein) trafficking mediated by LRP1 and SorLA.	False	The main goal of the paper is to investigate how dimerization of APP affects its trafficking mediated by specific proteins, not to develop a new technology or method.
doi:10.1089/ars.2016.6966	ScientificPrimaryResearchArticle	Kim MJ, Vargas MR, Harlan BA, Killoy KM, Ball LE, Comte-Walters S, Gooz M, Yamamoto Y, Beckman JS, Barbeito L, Pehar M. (2017) Nitration and Glycation Turn Mature NGF into a Toxic Factor for Motor Neurons: A Role for p75<sup>NTR</sup> and RAGE Signaling in ALS.	False	The main goal of the paper is to investigate how post-translational modifications of NGF affect its ability to induce cell death in motor neurons, as well as the role of RAGE and p75NTR signaling in ALS. The work focuses on understanding the biological mechanisms involved rather than developing new technology or methods.
doi:10.1074/jbc.m116.752469	ScientificPrimaryResearchArticle	Ghatak S, Hascall VC, Markwald RR, Feghali-Bostwick C, Artlett CM, Gooz M, Bogatkevich GS, Atanelishvili I, Silver RM, Wood J, Thannickal VJ, Misra S. (2017) Transforming growth factor β1 (TGFβ1)-induced CD44V6-NOX4 signaling in pathogenesis of idiopathic pulmonary fibrosis.	False	The main goal of the paper is to investigate the signaling pathways involved in idiopathic pulmonary fibrosis and to understand the role of CD44V6 and NOX4 in fibrogenesis. The study aims to elucidate the mechanism of how TGF-β-1-induced CD44V6 regulates NOX4/ROS signaling that mediates myofibroblast differentiation.
doi:10.7554/elife.23437	ScientificPrimaryResearchArticle	Nadarajan S, Lambert TJ, Altendorfer E, Gao J, Blower MD, Waters JC, Colaiácovo MP. (2017) Polo-like kinase-dependent phosphorylation of the synaptonemal complex protein SYP-4 regulates double-strand break formation through a negative feedback loop.	False	The main goal of the paper is to investigate how the synaptonemal complex protein SYP-4 regulates double-strand break formation through a negative feedback loop, rather than developing a new technology or method.
doi:10.1371/journal.pone.0163342	ScientificPrimaryResearchArticle	Krishnasamy Y, Ramshesh VK, Gooz M, Schnellmann RG, Lemasters JJ, Zhong Z. (2016) Ethanol and High Cholesterol Diet Causes Severe Steatohepatitis and Early Liver Fibrosis in Mice.	False	The work aims to investigate how ethanol consumption and high cholesterol diet impact liver injury, inflammation, and fibrosis in mice. The methods involve feeding mice different diets and analyzing liver histology and molecular markers.
doi:10.1074/jbc.m116.734814	ScientificPrimaryResearchArticle	Maldonado EN, DeHart DN, Patnaik J, Klatt SC, Gooz MB, Lemasters JJ. (2016) ATP/ADP Turnover and Import of Glycolytic ATP into Mitochondria in Cancer Cells Is Independent of the Adenine Nucleotide Translocator.	False	The main goal of the paper is to investigate how biological systems work, specifically focusing on the ATP/ADP turnover and import of glycolytic ATP into mitochondria in cancer cells. The authors explore the role of the adenine nucleotide translocator in this process and its implications for the metabolic phenotype of proliferating cells.
